Type,Message,,,
normal text,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,,,
it may be a spam message,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",,,
normal text,Where are the garage keys? They aren't on the bookshelf,,,
normal text,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,
it may be a spam message,"Think ur smart ? Win ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½200 this week in our weekly quiz, text PLAY to 85222 now!T&",,,
normal text,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,,,
normal text,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",,,
normal text,You made my day. Do have a great day too.,,,
normal text,K.k:)advance happy pongal.,,,
normal text,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",,,
normal text,"Not really dude, have no friends i'm afraid :(",,,
it may be a spam message,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,,,
normal text,"Coffee cake, i guess...",,,
normal text,"Merry Christmas to you too babe, i love ya *kisses*",,,
normal text,Hey... Why dont we just go watch x men and have lunch... Haha ,,,
normal text,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,,,
normal text,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,,,
normal text,No problem. How are you doing?,,,
normal text,No calls..messages..missed calls,,,
normal text,Hi da:)how is the todays class?,,,
normal text,"I'd say that's a good sign but, well, you know my track record at reading women",,,
normal text,"Cool, text me when you're parked",,,
normal text,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,,,
normal text,K.k:)apo k.good movie.,,,
normal text,Maybe i could get book out tomo then return it immediately ..? Or something.,,,
it may be a spam message,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,,,
normal text,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,,,
it may be a spam message,Valentines Day Special! Win over ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½1000 in our quiz and take your partner on the trip of a lifetime! Send G,,,
normal text,"Ta-Daaaaa! I am home babe, are you still up ?",,,
normal text,Cool. So how come you havent been wined and dined before?,,,
normal text,Just sleeping..and surfing,,,
normal text,"Sorry, I'll call later",,,
normal text,U calling me right? Call my hand phone...,,,
normal text,Ok that's great thanx a lot.,,,
normal text,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,,,
normal text,Where u been hiding stranger?,,,
normal text,Am not interested to do like that.,,,
normal text,My sister cleared two round in birla soft yesterday.,,,
normal text,Gudnite....tc...practice going on,,,
normal text,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,,,
normal text,One small prestige problem now.,,,
it may be a spam message,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,,,
normal text,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,,,
normal text,"Nah can't help you there, I've never had an iphone",,,
normal text,If you're not in my car in an hour and a half I'm going apeshit,,,
normal text,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",,,
normal text,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,,,
normal text,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,,,
normal text,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",,,
it may be a spam message,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,,,
it may be a spam message,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,,,
normal text,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",,,
normal text,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",,,
normal text,Ha ha cool cool chikku chikku:-):-DB-),,,
normal text,Oh ok no prob..,,,
normal text,Check audrey's status right now,,,
normal text,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,,,
normal text,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",,,
normal text,Well i know Z will take care of me. So no worries.,,,
it may be a spam message,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",,,
it may be a spam message,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,,,
normal text,Wat uniform? In where get?,,,
normal text,"Cool, text me when you're ready",,,
normal text,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",,,
normal text,I will spoil you in bed as well :),,,
normal text,I'm going for bath will msg you next  &lt;#&gt;  min..,,,
normal text,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,,,
it may be a spam message,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",,,
normal text,Can you say what happen,,,
normal text,You could have seen me..i did't recognise you Face.:),,,
normal text,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,,,
normal text,Keep my payasam there if rinu brings,,,
normal text,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,,,
normal text,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",,,
normal text,"Yeah sure, give me a couple minutes to track down my wallet",,,
normal text,Hey leave it. not a big deal:-) take care.,,,
normal text,Hey i will be late ah... Meet you at 945+,,,
it may be a spam message,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",,,
normal text,It took Mr owl 3 licks,,,
normal text,Customer place i will call you.,,,
normal text,Mm that time you dont like fun,,,
it may be a spam message,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,,,
normal text,Yup having my lunch buffet now.. U eat already?,,,
normal text,Huh so late... Fr dinner?,,,
normal text,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,,,
normal text,Morning only i can ok.,,,
normal text,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,,,
normal text,Pick you up bout 7.30ish? What time are  and that going?,,,
normal text,From here after The performance award is calculated every two month.not for current one month period..,,,
normal text,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,,,
normal text,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",,,
normal text,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",,,
normal text,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,,,
it may be a spam message,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï",,,
normal text,Dear how is chechi. Did you talk to her,,,
normal text,The hair cream has not been shipped.,,,
normal text,None of that's happening til you get here though,,,
normal text,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",,,
normal text,"Haha get used to driving to usf man, I know a lot of stoners",,,
normal text,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,,,
normal text,Hello! Good week? Fancy a drink or something later?,,,
normal text,Headin towards busetop,,,
normal text,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,,,
normal text,Come by our room at some point so we can iron out the plan for this weekend,,,
normal text,Cos i want it to be your thing,,,
normal text,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",,,
normal text,Bring home some Wendy =D,,,
it may be a spam message,100 dating service cal;l 09064012103 box334sk38ch,,,
normal text,Whatsup there. Dont u want to sleep,,,
normal text,Alright i have a new goal now,,,
it may be a spam message,FREE entry into our ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½250 weekly competition just text ,,,
normal text,"Alright, I'll head out in a few minutes, text me where to meet you",,,
it may be a spam message,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,,,
normal text,Yes:)from last week itself i'm taking live call.,,,
it may be a spam message,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,,,
normal text,Siva is in hostel aha:-.,,,
it may be a spam message,URGENT! Your Mobile number has been awarded with a ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½2000 prize GUARANTEED. Call 0905,,,
